CustomerID,Recency,Frequency,Monetary,AOV
12418.0,112,1,668.58,668.58
12420.0,63,1,600.39,600.39
12421.0,15,5,806.27,161.254
12422.0,95,3,803.5600000000001,267.85333333333335
12423.0,0,9,1849.11,205.45666666666665
12424.0,162,2,1760.96,880.48
12425.0,77,1,777.2,777.2
12426.0,194,1,582.73,582.73
12427.0,11,5,708.37,141.674
12428.0,25,12,7877.2,656.4333333333333
12429.0,8,4,3750.4,937.6
12430.0,42,1,256.4,256.4
12431.0,35,18,6416.39,356.4661111111111
12432.0,42,5,5059.32,1011.8639999999999
12433.0,0,7,13375.87,1910.8385714285716
12434.0,84,4,765.19,191.2975
12435.0,79,2,7829.89,3914.945
12436.0,99,1,509.01,509.01
12437.0,1,19,4896.66,257.718947368421
12438.0,13,2,2906.85,1453.425
12441.0,366,1,173.55,173.55
12442.0,2,1,172.06,172.06
12444.0,20,5,5005.46,1001.092
12445.0,21,1,133.4,133.4
12446.0,57,1,1002.3100000000001,1002.3100000000001
12447.0,242,1,476.49,476.49
12448.0,43,1,449.45,449.45
12449.0,21,4,4067.29,1016.8225
12450.0,155,2,197.88,98.94
12451.0,10,6,8933.52,1488.92
12452.0,16,3,428.57,142.85666666666665
12453.0,133,1,707.09,707.09
12454.0,52,2,5.684341886080802e-14,2.842170943040401e-14
12455.0,72,6,2466.86,411.1433333333334
12456.0,43,4,3153.89,788.4725
12457.0,57,12,1917.78,159.815
12458.0,70,2,947.4,473.7
12461.0,93,2,826.88,413.44
12462.0,1,4,1124.01,281.0025
12463.0,45,7,1303.63,186.23285714285717
12464.0,9,8,1212.05,151.50625
12465.0,7,3,733.89,244.63
12468.0,142,3,724.0400000000001,241.3466666666667
12471.0,1,49,18740.92,382.46775510204077
12472.0,30,13,6229.48,479.1907692307692
12473.0,28,9,2848.23,316.47
12474.0,16,30,7116.47,237.21566666666666
12475.0,53,1,723.38,723.38
12476.0,0,20,6546.58,327.329
12477.0,22,9,13117.01,1457.4455555555555
12478.0,3,1,680.99,680.99
12479.0,3,3,477.3,159.1
12480.0,27,4,3281.63,820.4075
12481.0,22,11,5590.86,508.26
12483.0,16,13,2327.13,179.01000000000002
12484.0,32,8,4495.27,561.90875
12488.0,9,3,1298.66,432.8866666666667
12489.0,335,1,334.93,334.93
12490.0,4,10,5417.93,541.793
12491.0,38,1,460.40000000000003,460.40000000000003
12492.0,62,2,263.21000000000004,131.60500000000002
12493.0,165,3,416.79,138.93
12494.0,9,13,1139.3500000000001,87.6423076923077
12497.0,81,1,1043.1,1043.1
12498.0,20,3,403.70000000000005,134.5666666666667
12500.0,22,13,4206.27,323.5592307692308
12501.0,314,2,2089.68,1044.84
12502.0,95,5,3723.87,744.774
12503.0,337,1,-1126.0,-1126.0
12504.0,17,4,114.0,28.5
12505.0,300,1,-4.5,-4.5
12506.0,232,1,73.5,73.5
12507.0,133,4,1258.06,314.515
12508.0,25,2,398.27,199.135
12509.0,283,1,176.5,176.5
12510.0,142,2,982.5699999999999,491.28499999999997
12512.0,65,2,138.03,69.015
12513.0,84,2,586.79,293.395
12514.0,266,1,1017.68,1017.68
12515.0,352,1,383.7,383.7
12516.0,77,2,1312.06,656.03
12517.0,27,6,2464.89,410.815
12518.0,0,5,2056.89,411.378
12519.0,63,1,340.84,340.84
12520.0,78,6,2582.51,430.41833333333335
12521.0,142,1,599.68,599.68
12522.0,38,2,192.72,96.36
12523.0,1,13,1745.57,134.27461538461537
12524.0,8,8,4485.72,560.715
12526.0,0,3,1316.66,438.8866666666667
12527.0,81,3,348.71000000000004,116.23666666666668
12528.0,8,8,1922.28,240.285
12530.0,59,5,1623.63,324.726
12531.0,14,1,125.22,125.22
12532.0,29,1,349.83000000000004,349.83000000000004
12534.0,130,1,1089.18,1089.18
12535.0,91,2,716.35,358.175
12536.0,7,5,4106.82,821.3639999999999
12538.0,28,1,363.95,363.95
12539.0,21,5,3852.5,770.5
12540.0,19,19,13309.039999999999,700.4757894736841
12541.0,29,3,981.18,327.06
12544.0,29,2,355.7,177.85
12545.0,74,2,1000.39,500.195
12546.0,46,3,1141.5,380.5
12547.0,197,2,207.79999999999998,103.89999999999999
12548.0,165,1,95.19999999999999,95.19999999999999
12550.0,78,1,964.83,964.83
12551.0,357,1,168.0,168.0
12552.0,38,2,437.82,218.91
12553.0,7,14,3652.25,260.875
12556.0,49,2,603.71,301.855
12557.0,15,5,11990.960000000001,2398.192
12558.0,1,2,1.0658141036401503e-14,5.329070518200751e-15
12559.0,310,3,536.21,178.73666666666668
12560.0,4,4,2101.39,525.3475
12561.0,302,1,238.85,238.85
12562.0,7,7,3781.7400000000002,540.2485714285715
12564.0,260,1,456.9,456.9
12565.0,281,2,131.17,65.585
12566.0,72,2,346.7,173.35
12567.0,22,11,9114.94,828.6309090909091
12569.0,1,35,4064.9900000000002,116.14257142857143
12571.0,39,2,519.61,259.805
12572.0,8,3,1004.72,334.9066666666667
12573.0,226,1,160.54000000000002,160.54000000000002
12574.0,315,1,218.45,218.45
12576.0,35,6,1306.98,217.83
12577.0,34,4,595.4,148.85
12578.0,20,4,2753.36,688.34
12579.0,72,3,410.72,136.90666666666667
12580.0,246,1,415.7,415.7
12581.0,39,1,197.71,197.71
12582.0,238,2,511.36,255.68
12583.0,2,18,7187.34,399.2966666666667
12584.0,3,18,1893.95,105.21944444444445
12585.0,233,4,1982.81,495.7025
12586.0,16,2,179.94000000000003,89.97000000000001
12587.0,7,1,144.0,144.0
12588.0,38,1,214.89999999999998,214.89999999999998
12589.0,28,2,646.68,323.34
12590.0,189,3,9861.38,3287.1266666666666
12591.0,316,1,452.84999999999997,452.84999999999997
12592.0,91,2,437.6,218.8
12593.0,108,3,418.09999999999997,139.36666666666665
12594.0,37,11,3320.2200000000003,301.83818181818185
12596.0,50,2,618.27,309.135
12597.0,18,5,3683.13,736.626
12598.0,9,9,3002.68,333.63111111111107
12599.0,28,7,1032.58,147.51142857142855
12600.0,28,11,2581.04,234.64
12601.0,189,6,569.5600000000001,94.92666666666668
12602.0,58,1,153.12,153.12
12603.0,21,1,739.1999999999999,739.1999999999999
12604.0,78,2,254.18,127.09
12605.0,364,1,-7.5,-7.5
12607.0,57,2,3.552713678800501e-15,1.7763568394002505e-15
12609.0,77,3,1126.85,375.6166666666666
12610.0,22,7,2057.99,293.9985714285714
12611.0,51,1,1193.32,1193.32
12612.0,57,2,643.59,321.795
12613.0,30,6,3218.98,536.4966666666667
12614.0,277,1,315.6,315.6
12615.0,1,4,2291.19,572.7975
12616.0,84,5,657.25,131.45
12617.0,28,1,355.53,355.53
12618.0,21,1,177.31,177.31
12619.0,15,13,3214.81,247.2930769230769
12620.0,14,3,1339.41,446.47
12621.0,1,23,13612.07,591.8291304347825
12622.0,231,1,180.1,180.1
12623.0,275,1,305.1,305.1
12624.0,105,2,641.13,320.565
12625.0,211,3,2614.32,871.44
12626.0,22,13,6388.35,491.4115384615385
12627.0,10,7,4478.53,639.79
12628.0,3,4,769.61,192.4025
12630.0,9,2,1270.88,635.44
12631.0,56,1,640.5,640.5
12633.0,58,5,2140.63,428.12600000000003
12635.0,89,2,1689.18,844.59
12637.0,66,10,5953.25,595.325
12638.0,32,1,671.69,671.69
12639.0,238,1,486.1,486.1
12640.0,23,3,1174.58,391.52666666666664
12641.0,114,1,185.9,185.9
12642.0,24,3,1013.26,337.75333333333333
12643.0,127,6,3344.64,557.4399999999999
12644.0,129,1,477.91,477.91
12645.0,33,5,1755.38,351.076
12646.0,4,2,1346.97,673.485
12647.0,21,13,3669.92,282.3015384615385
12648.0,154,1,318.05,318.05
12649.0,106,4,603.71,150.9275
12650.0,2,1,314.44,314.44
12651.0,334,1,114.0,114.0
12652.0,321,2,914.53,457.265
12653.0,148,2,2209.85,1104.925
12654.0,10,5,601.98,120.396
12656.0,16,8,3982.72,497.84
12657.0,10,5,1152.06,230.41199999999998
12658.0,18,1,686.05,686.05
12659.0,29,1,91.68,91.68
12660.0,10,1,245.1,245.1
12662.0,0,12,3817.08,318.09
12664.0,7,10,4863.88,486.38800000000003
12665.0,324,2,61.75,30.875
12666.0,358,1,-227.44,-227.44
12667.0,57,1,620.13,620.13
12668.0,6,6,3743.18,623.8633333333333
12669.0,150,4,1607.73,401.9325
12670.0,9,6,2986.15,497.69166666666666
12672.0,329,1,225.89999999999998,225.89999999999998
12673.0,4,2,610.52,305.26
12674.0,11,7,1919.31,274.1871428571429
12676.0,24,6,1331.39,221.89833333333334
12678.0,41,13,17588.26,1352.943076923077
12679.0,51,9,1058.67,117.63000000000001
12680.0,0,4,862.81,215.7025
12681.0,14,27,13677.59,506.5774074074074
12682.0,3,31,12288.22,396.3941935483871
12683.0,3,20,8221.09,411.0545
12684.0,7,7,2283.63,326.23285714285714
12685.0,27,6,2863.08,477.18
12686.0,371,1,89.14,89.14
12688.0,113,1,4873.8099999999995,4873.8099999999995
12689.0,25,2,1247.61,623.805
12690.0,205,1,389.01,389.01
12691.0,27,6,1035.8,172.63333333333333
12693.0,120,6,830.96,138.49333333333334
12694.0,69,2,869.67,434.835
12695.0,6,4,582.1,145.525
12697.0,20,5,939.02,187.804
12700.0,7,6,4867.99,811.3316666666666
12701.0,79,2,797.71,398.855
12702.0,19,1,219.0,219.0
12703.0,63,2,274.7,137.35
12704.0,6,10,2220.84,222.084
12705.0,14,14,6814.24,486.7314285714286
12707.0,291,1,603.42,603.42
12708.0,29,16,2616.32,163.52
12709.0,2,26,9294.1,357.4653846153846
12710.0,96,4,1130.57,282.6425
12712.0,22,17,4241.63,249.50764705882352
12713.0,0,1,848.55,848.55
12714.0,8,5,4708.86,941.7719999999999
12715.0,105,1,353.86,353.86
12716.0,3,2,1053.49,526.745
12717.0,150,3,980.98,326.99333333333334
12718.0,70,1,238.25,238.25
12719.0,4,3,608.1,202.70000000000002
12720.0,2,29,5713.28,197.00965517241377
12721.0,31,7,2628.98,375.56857142857143
12722.0,84,6,904.33,150.72166666666666
12723.0,3,5,725.07,145.014
12724.0,4,4,1031.41,257.8525
12725.0,370,1,427.8,427.8
12726.0,27,7,2609.1,372.7285714285714
12727.0,10,9,3947.7,438.6333333333333
12728.0,70,4,836.33,209.0825
12729.0,113,1,453.01,453.01
12731.0,23,14,18793.41,1342.3864285714285
12732.0,179,1,236.26000000000002,236.26000000000002
12733.0,233,1,383.95,383.95
12734.0,352,1,110.39999999999999,110.39999999999999
12735.0,314,2,779.5699999999999,389.78499999999997
12736.0,332,1,234.0,234.0
12738.0,371,1,155.35,155.35
12739.0,77,2,1013.04,506.52
12740.0,63,1,427.6,427.6
12743.0,133,2,546.43,273.215
12744.0,51,10,9120.39,912.039
12747.0,1,11,4196.01,381.4554545454546
12748.0,0,224,29072.1,129.7861607142857
12749.0,3,8,3868.2,483.525
12750.0,128,1,275.88,275.88
12752.0,80,1,4366.78,4366.78
12753.0,3,11,21024.01,1911.2736363636361
12754.0,235,5,2949.12,589.824
12755.0,249,4,2203.2,550.8
12756.0,86,1,112.07999999999998,112.07999999999998
12757.0,15,19,4227.7,222.51052631578946
12758.0,116,2,2791.59,1395.795
12759.0,51,3,1531.44,510.48
12762.0,7,2,1898.52,949.26
12763.0,137,2,494.08,247.04
12764.0,316,1,1693.88,1693.88
12766.0,3,7,6989.63,998.5185714285715
12769.0,238,1,1143.6,1143.6
12770.0,210,1,1351.45,1351.45
12772.0,59,1,892.47,892.47
12775.0,16,6,1351.24,225.20666666666668
12778.0,19,7,804.23,114.89
12779.0,20,12,3868.7,322.39166666666665
12781.0,20,5,707.72,141.544
12782.0,4,6,2273.32,378.8866666666667
12783.0,1,8,1603.87,200.48375
12784.0,8,2,574.42,287.21
12785.0,2,2,305.71,152.855
12787.0,9,3,463.66,154.55333333333334
12789.0,64,1,91.85,91.85
12790.0,191,1,324.92,324.92
12791.0,373,1,192.60000000000002,192.60000000000002
12792.0,256,1,400.53999999999996,400.53999999999996
12793.0,334,2,545.48,272.74
12794.0,52,2,860.41,430.205
12795.0,18,1,430.48,430.48
12797.0,359,3,194.18,64.72666666666667
12798.0,9,3,6977.04,2325.68
12802.0,183,2,412.58,206.29
12808.0,36,3,483.65000000000003,161.21666666666667
12809.0,167,2,484.36,242.18
12811.0,260,3,514.85,171.61666666666667
12812.0,44,1,229.64000000000001,229.64000000000001
12814.0,101,1,125.92,125.92
12815.0,147,2,1063.46,531.73
12816.0,95,2,572.2,286.1
12817.0,280,1,166.04,166.04
12818.0,177,2,1517.88,758.94
12820.0,2,4,942.34,235.585
12821.0,213,1,92.72,92.72
12822.0,70,3,918.98,306.32666666666665
12823.0,74,5,1759.5,351.9
12824.0,59,1,397.12,397.12
12826.0,2,8,1468.1200000000001,183.51500000000001
12827.0,5,3,430.15000000000003,143.38333333333335
12828.0,2,6,1018.71,169.785
12829.0,321,3,253.05,84.35000000000001
12830.0,37,7,6748.4,964.0571428571428
12831.0,261,1,215.05,215.05
12832.0,31,2,383.03,191.515
12833.0,144,1,417.38,417.38
12834.0,282,1,312.38,312.38
12836.0,58,4,2612.86,653.215
12837.0,172,1,134.1,134.1
12838.0,33,2,683.13,341.565
12839.0,2,16,5583.62,348.97625
12840.0,143,6,2714.27,452.37833333333333
12841.0,4,26,3876.4,149.09230769230768
12842.0,69,2,1118.99,559.495
12843.0,65,9,1680.76,186.7511111111111
12844.0,28,2,325.96000000000004,162.98000000000002
12845.0,266,4,354.09,88.5225
12847.0,21,1,871.54,871.54
12849.0,30,2,1050.8899999999999,525.4449999999999
12851.0,96,1,135.18,135.18
12852.0,289,2,299.75,149.875
12853.0,107,9,1881.7,209.07777777777778
12854.0,78,5,1289.15,257.83000000000004
12855.0,372,1,38.1,38.1
12856.0,7,8,2162.68,270.335
12857.0,210,2,1106.4,553.2
12863.0,51,2,504.2,252.1
12864.0,137,1,147.12,147.12
12865.0,25,3,1548.07,516.0233333333333
12866.0,282,1,559.12,559.12
12867.0,25,10,3986.22,398.62199999999996
12868.0,185,6,1607.0600000000002,267.84333333333336
12870.0,365,1,-14.899999999999999,-14.899999999999999
12871.0,83,2,380.64,190.32
12872.0,326,2,599.97,299.985
12873.0,281,1,374.0,374.0
12875.0,142,2,343.2300000000001,171.61500000000004
12876.0,57,2,2218.02,1109.01
12877.0,3,12,1535.77,127.98083333333334
12878.0,17,3,841.64,280.5466666666667
12879.0,44,4,552.5699999999999,138.14249999999998
12881.0,275,1,298.0,298.0
12882.0,8,2,1463.04,731.52
12883.0,24,4,703.47,175.8675
12884.0,87,1,309.05,309.05
12885.0,62,4,1158.27,289.5675
12886.0,67,3,1351.09,450.3633333333333
12888.0,213,4,313.77,78.4425
12890.0,23,1,380.46999999999997,380.46999999999997
12891.0,185,3,331.0,110.33333333333333
12893.0,30,1,188.14,188.14
12895.0,41,3,347.3,115.76666666666667
12897.0,204,2,216.5,108.25
12901.0,8,36,16293.1,452.5861111111111
12902.0,264,1,138.68,138.68
12904.0,17,2,509.58,254.79
12906.0,11,5,2919.81,583.962
12908.0,58,4,246.0,61.5
12909.0,39,8,2128.83,266.10375
12910.0,22,8,3075.04,384.38
12912.0,2,5,1662.3,332.46
12913.0,4,5,2483.63,496.726
12915.0,148,2,363.65,181.825
12916.0,138,5,2982.35,596.47
12917.0,127,1,594.0,594.0
12919.0,7,8,1301.44,162.68
12920.0,16,1,164.23,164.23
12921.0,3,50,16389.74,327.7948
12922.0,160,1,405.38,405.38
12923.0,63,1,176.97,176.97
12924.0,87,5,929.95,185.99
12925.0,4,2,694.05,347.025
12928.0,34,5,2062.7000000000003,412.5400000000001
12929.0,121,2,105.1,52.55
12930.0,77,4,409.9,102.475
12931.0,21,20,33462.81,1673.1405
12933.0,23,4,606.28,151.57
12935.0,1,8,2156.45,269.55625
12936.0,16,5,1012.9,202.57999999999998
12937.0,14,4,1504.27,376.0675
12938.0,25,1,114.14,114.14
12939.0,63,8,11581.8,1447.725
12940.0,45,4,876.29,219.0725
12942.0,130,3,683.9,227.96666666666667
12943.0,300,1,-3.75,-3.75
12944.0,35,2,604.51,302.255
12945.0,287,1,462.95,462.95
12947.0,143,11,1407.29,127.93545454545455
12948.0,15,8,2053.7,256.7125
12949.0,30,10,4143.02,414.302
12950.0,1,3,1843.0,614.3333333333334
12951.0,8,8,1042.07,130.25875
12952.0,5,5,1382.8400000000001,276.56800000000004
12953.0,9,1,329.85,329.85
12955.0,0,14,4734.26,338.1614285714286
12956.0,305,1,108.07,108.07
12957.0,3,12,3979.04,331.58666666666664
12962.0,6,2,266.39,133.195
12963.0,7,9,1841.03,204.55888888888887
12965.0,88,1,771.91,771.91
12966.0,9,1,160.18,160.18
12967.0,2,4,1194.75,298.6875
12968.0,111,1,135.95,135.95
12970.0,6,4,452.24,113.06
12971.0,3,89,10930.26,122.81191011235956
12974.0,197,1,144.8,144.8
12976.0,211,1,738.6,738.6
12977.0,155,1,39.239999999999995,39.239999999999995
12980.0,155,12,7092.06,591.005
12981.0,29,2,372.21999999999997,186.10999999999999
12982.0,239,2,377.2,188.6
12984.0,18,1,97.5,97.5
12985.0,0,3,1215.6200000000001,405.2066666666667
12987.0,73,3,545.0,181.66666666666666
12988.0,291,1,535.32,535.32
12989.0,2,19,6854.51,360.7636842105263
12990.0,30,3,409.5,136.5
12991.0,22,2,503.76,251.88
12993.0,22,4,414.76,103.69
12994.0,3,5,902.22,180.44400000000002
12995.0,77,2,200.72,100.36
12997.0,21,7,1197.94,171.1342857142857
12999.0,195,3,455.88,151.96
13000.0,106,3,534.85,178.28333333333333
13001.0,3,15,9797.92,653.1946666666666
13002.0,317,1,120.94999999999999,120.94999999999999
13003.0,105,3,149.05,49.68333333333334
13004.0,11,22,5613.43,255.1559090909091
13005.0,173,3,468.95,156.31666666666666
13006.0,55,1,81.57,81.57
13008.0,322,2,178.46999999999997,89.23499999999999
13011.0,371,1,50.550000000000004,50.550000000000004
13012.0,8,11,1311.6200000000001,119.23818181818183
13013.0,0,15,4786.99,319.13266666666664
13014.0,2,16,3365.43,210.339375
13015.0,52,5,3346.28,669.2560000000001
13016.0,72,3,789.89,263.2966666666667
13017.0,6,1,204.0,204.0
13018.0,15,29,7272.75,250.7844827586207
13021.0,3,12,2584.4,215.36666666666667
13023.0,63,2,689.9,344.95
13026.0,0,8,936.15,117.01875
13027.0,113,6,6912.0,1152.0
13028.0,22,3,659.68,219.89333333333332
13029.0,30,3,1247.5,415.8333333333333
13030.0,10,2,799.48,399.74
13032.0,38,3,996.52,332.17333333333335
13033.0,356,1,190.55,190.55
13034.0,54,2,642.77,321.385
13035.0,57,3,886.63,295.54333333333335
13037.0,137,3,881.07,293.69
13038.0,79,3,908.46,302.82
13040.0,8,2,676.99,338.495
13043.0,253,2,471.57,235.785
13044.0,290,1,560.47,560.47
13045.0,98,1,305.28000000000003,305.28000000000003
13046.0,30,2,629.31,314.655
13047.0,31,18,3079.1,171.0611111111111
13048.0,13,5,1805.91,361.182
13049.0,63,2,656.6800000000001,328.34000000000003
13050.0,8,28,5684.61,203.0217857142857
13052.0,211,1,348.15000000000003,348.15000000000003
13055.0,63,4,1201.96,300.49
13058.0,24,3,271.40000000000003,90.46666666666668
13059.0,249,1,183.4,183.4
13060.0,253,1,307.53,307.53
13061.0,71,1,248.61,248.61
13062.0,190,1,346.98,346.98
13064.0,12,4,1119.49,279.8725
13065.0,372,1,205.86,205.86
13066.0,23,3,430.9,143.63333333333333
13067.0,81,1,115.46000000000001,115.46000000000001
13068.0,9,2,344.0,172.0
13069.0,0,27,3717.82,137.69703703703703
13070.0,191,1,228.8,228.8
13072.0,266,1,177.15,177.15
13075.0,129,1,919.61,919.61
13077.0,0,4,729.27,182.3175
13078.0,0,43,12432.28,289.1227906976744
13079.0,3,5,220.10000000000002,44.02
13080.0,178,1,58.08,58.08
13081.0,0,21,27964.48,1331.6419047619047
13082.0,125,10,3595.48,359.548
13083.0,3,2,303.75,151.875
13085.0,157,3,272.38,90.79333333333334
13089.0,2,118,57385.88,486.3210169491525
13090.0,8,18,8689.39,482.7438888888889
13091.0,20,2,319.82,159.91
13092.0,70,6,459.83,76.63833333333334
13093.0,266,13,7741.47,595.4976923076923
13094.0,20,16,1708.8600000000001,106.80375000000001
13095.0,70,1,74.39999999999999,74.39999999999999
13097.0,32,14,5893.32,420.95142857142855
13098.0,0,41,28658.88,698.9970731707317
13099.0,98,1,207.35999999999999,207.35999999999999
13101.0,233,1,101.19,101.19
13102.0,0,27,6336.29,234.6774074074074
13103.0,39,1,243.94,243.94
13104.0,2,6,1098.48,183.08
13106.0,128,2,59.5,29.75
13107.0,43,5,1524.07,304.81399999999996
13108.0,372,1,350.06,350.06
13109.0,2,5,766.84,153.368
13110.0,30,8,1452.8700000000001,181.60875000000001
13113.0,0,40,10510.0,262.75
13115.0,8,14,2205.63,157.54500000000002
13116.0,116,2,485.19,242.595
13117.0,21,8,984.91,123.11375
13118.0,19,7,1125.0,160.71428571428572
13120.0,238,1,30.599999999999998,30.599999999999998
13121.0,268,2,254.73,127.365
13122.0,93,2,922.39,461.195
13124.0,89,3,3866.33,1288.7766666666666
13126.0,4,10,2056.29,205.629
13127.0,77,1,259.17,259.17
13130.0,93,1,64.0,64.0
13131.0,22,4,1039.3,259.825
13132.0,261,1,77.3,77.3
13133.0,273,2,109.8,54.9
13134.0,72,7,1740.63,248.6614285714286
13135.0,196,1,3096.0,3096.0
13136.0,49,11,2545.38,231.39818181818183
13137.0,10,9,3605.08,400.56444444444446
13138.0,21,6,962.39,160.39833333333334
13139.0,15,8,5055.79,631.97375
13140.0,107,3,423.72,141.24
13141.0,84,6,2385.8,397.6333333333334
13142.0,18,1,307.09,307.09
13144.0,332,1,110.95,110.95
13145.0,39,5,614.77,122.954
13146.0,25,1,228.91,228.91
13147.0,9,4,712.8000000000001,178.20000000000002
13148.0,28,17,3348.48,196.96941176470588
13149.0,13,4,1676.06,419.015
13151.0,202,2,1250.3700000000001,625.1850000000001
13153.0,5,1,486.22,486.22
13154.0,143,1,-611.86,-611.86
13155.0,32,4,971.76,242.94
13157.0,48,5,1721.57,344.31399999999996
13158.0,94,4,1201.06,300.265
13159.0,8,5,1379.75,275.95
13160.0,21,1,91.8,91.8
13161.0,312,1,112.75,112.75
13162.0,121,5,1644.99,328.998
13165.0,45,2,1021.48,510.74
13166.0,281,2,414.7,207.35
13167.0,18,4,791.33,197.8325
13168.0,35,5,1310.14,262.028
13169.0,63,2,712.88,356.44
13170.0,26,1,116.00999999999999,116.00999999999999
13171.0,7,5,426.81,85.362
13173.0,3,2,353.65,176.825
13174.0,15,3,2817.03,939.0100000000001
13176.0,45,1,492.84,492.84
13177.0,64,1,282.45,282.45
13178.0,25,11,5725.47,520.4972727272727
13182.0,44,1,121.18,121.18
13183.0,7,9,3957.78,439.75333333333333
13184.0,14,12,1648.79,137.39916666666667
13185.0,267,1,71.4,71.4
13186.0,39,5,1539.69,307.938
13187.0,336,1,236.02,236.02
13188.0,10,1,114.60000000000001,114.60000000000001
13189.0,18,2,260.68,130.34
13192.0,94,2,911.94,455.97
13193.0,60,1,117.88,117.88
13194.0,135,1,60.7,60.7
13196.0,10,4,1797.78,449.445
13198.0,9,8,3384.09,423.01125
13199.0,3,39,9803.96,251.3835897435897
13200.0,18,4,870.09,217.5225
13203.0,9,4,869.46,217.365
13207.0,14,2,250.26000000000002,125.13000000000001
13208.0,58,7,1205.9,172.27142857142857
13209.0,29,11,5820.16,529.1054545454546
13210.0,93,1,353.48,353.48
13211.0,9,3,1197.42,399.14000000000004
13212.0,8,4,780.58,195.145
13213.0,56,6,1518.43,253.0716666666667
13216.0,267,1,333.74,333.74
13217.0,121,5,133.62,26.724
13218.0,126,1,62.63999999999999,62.63999999999999
13220.0,77,4,819.2900000000001,204.82250000000002
13221.0,239,2,847.41,423.705
13223.0,199,2,163.20000000000002,81.60000000000001
13224.0,59,3,2150.85,716.9499999999999
13225.0,2,8,6083.04,760.38
13226.0,272,1,108.21000000000001,108.21000000000001
13227.0,201,1,257.7,257.7
13228.0,80,1,358.0,358.0
13229.0,225,1,160.95,160.95
13230.0,3,15,2763.41,184.22733333333332
13232.0,12,7,1357.6,193.94285714285712
13233.0,73,2,605.12,302.56
13235.0,211,2,101.17000000000007,50.585000000000036
13236.0,24,3,727.27,242.42333333333332
13238.0,10,5,680.83,136.166
13239.0,261,1,329.56,329.56
13240.0,95,4,663.65,165.9125
13242.0,111,3,270.40000000000003,90.13333333333334
13243.0,202,1,600.07,600.07
13244.0,92,1,121.74000000000001,121.74000000000001
13245.0,50,1,430.5,430.5
13246.0,17,7,1922.1,274.5857142857143
13247.0,17,4,501.12,125.28
13248.0,124,2,465.68,232.84
13249.0,91,3,711.41,237.13666666666666
13253.0,156,2,1030.4,515.2
13255.0,3,3,390.66,130.22
13256.0,13,1,0.0,0.0
13258.0,11,3,698.58,232.86
13259.0,61,1,292.32,292.32
13260.0,60,1,557.62,557.62
13261.0,268,2,944.1,472.05
13262.0,262,1,200.29,200.29
13263.0,0,35,7454.07,212.97342857142857
13265.0,52,5,2107.66,421.532
13266.0,10,19,3717.67,195.66684210526316
13267.0,2,27,4404.44,163.1274074074074
13268.0,17,15,3167.64,211.176
13269.0,0,17,5315.92,312.7011764705882
13270.0,365,1,590.0,590.0
13271.0,36,2,178.26,89.13
13272.0,30,2,276.56,138.28
13273.0,112,1,138.98,138.98
13276.0,63,2,590.9300000000001,295.46500000000003
13277.0,15,4,258.4,64.6
13278.0,40,1,542.73,542.73
13279.0,63,2,126.30000000000001,63.150000000000006
13280.0,121,3,814.86,271.62
